"Exercise 1 - dictionary and masu forms"
"Exercise 2 - dictionary and informal past forms"
"Exercise 3 - masu and informal past and present forms - sentences"
"Exercise 4 - i-adjectives in present-future"
"Exercise 5 - i-adjectives in past"
"Exercise 6 - relative location"
"Exercise 7 - na-anjectives in present-future"
"Exercise 8 - na-adjectives in past"
"Exercise 9 - adjectives (formal)"
"Exercise 10 - しましょう form (let's)"
"Exercise 11 - どんな - sentences"
"Exercise 12 - counters: ~つ, ~枚, ~人"
"Exercise 13 - counters: ~本, ~杯, ~匹"
"Exercise 14 - counters: ~軒, ~個, ~冊"
"Exercise 16 - ~て form for formal and informal requests"
"Exercise 17 - ~て form for asking permission and denying"
"Exercise 18 - ~て form for joining sentences"
"Exercise 19 - しましょか form (let me)"
"Exercise 20 - dates, hours, minutes"
"Exercise 21 - から, explaining reason"
"Exercise 22 - ~く/~に, creating adverbs from い-adjectives and な-adjectives"
"Exercise 23 - い-adjectives and な-adjectives negation"
"Exercise 24 - 〜ている・〜ています - resultative context"
"Exercise 25 - 〜ている・〜ています - progressive context"
"Exercise 26 - 〜ている・〜ています - resultative and progressive context"
"Exercise 27 - N1は、N2が。。。- descriptions of persons and objects"
"Exercise 28 - 食べに行く - combining the 〜に form with verbs of movement"
"Exercise 29 - 持って来る - combining the 〜て form with verbs of movement"
"Exercise 30 - negating verbs in informal mode"
"Exercise 31 - ~ないでください - asking someone not to do something"
"Exercise 288 - AのほうがBより - sentences"
"Exercise 290 - adjective/noun +の - sentences"
"Exercise 292 - 〜か/〜も - sentences"
"Exercise 294 - かかる - sentences"
"Exercise 296 - つもり - sentences"
"Exercise 297 - つもり - discussion"
"Exercise 298 - なる (to become) - sentences"
"Exercise 299 - なる (to become) - discussion"
"Exercise 300 - 夢 (dream) - sentences"
"Exercise 301 - ことがある - sentences"
"Exercise 302 - N1やN2/N1やN2など - sentences"
"Exercise 303 - 〜したり〜します - sentences"
"Exercise 304 - 〜すぎる - sentences"
"Exercise 305 - 〜ほうがいいです - sentences"
"Exercise 306 - 〜なければいけません - sentences"
"Exercise 307 - キラキラ"
"Exercise 308 - 帰る・買えます"
"Exercise 800 - ピエロギーを作るのは初めてです. Constructions with の-nominalization"
